group,model,dataset,mode,class,iou,AP
lidar128_models,early_fusion_tuned,lidar128,i2i,mAP,0.3,0.488
lidar128_models,early_fusion_tuned,lidar128,i2i,mAP,0.5,0.339
lidar128_models,early_fusion_tuned,lidar128,i2i,mAP,0.7,0.146
lidar128_models,early_fusion_tuned,lidar128,i2i,pedestrian,0.3,0.441
lidar128_models,early_fusion_tuned,lidar128,i2i,pedestrian,0.5,0.237
lidar128_models,early_fusion_tuned,lidar128,i2i,pedestrian,0.7,0.015
lidar128_models,early_fusion_tuned,lidar128,i2i,truck,0.3,0.36
lidar128_models,early_fusion_tuned,lidar128,i2i,truck,0.5,0.187
lidar128_models,early_fusion_tuned,lidar128,i2i,truck,0.7,0.038
lidar128_models,early_fusion_tuned,lidar128,i2i,vehicle,0.3,0.665
lidar128_models,early_fusion_tuned,lidar128,i2i,vehicle,0.5,0.592
lidar128_models,early_fusion_tuned,lidar128,i2i,vehicle,0.7,0.385
lidar128_models,early_fusion_tuned,lidar128,ic,mAP,0.3,0.444
lidar128_models,early_fusion_tuned,lidar128,ic,mAP,0.5,0.325
lidar128_models,early_fusion_tuned,lidar128,ic,mAP,0.7,0.136
lidar128_models,early_fusion_tuned,lidar128,ic,pedestrian,0.3,0.353
lidar128_models,early_fusion_tuned,lidar128,ic,pedestrian,0.5,0.168
lidar128_models,early_fusion_tuned,lidar128,ic,pedestrian,0.7,0.009
lidar128_models,early_fusion_tuned,lidar128,ic,truck,0.3,0.307
lidar128_models,early_fusion_tuned,lidar128,ic,truck,0.5,0.209
lidar128_models,early_fusion_tuned,lidar128,ic,truck,0.7,0.038
lidar128_models,early_fusion_tuned,lidar128,ic,vehicle,0.3,0.67
lidar128_models,early_fusion_tuned,lidar128,ic,vehicle,0.5,0.599
lidar128_models,early_fusion_tuned,lidar128,ic,vehicle,0.7,0.361
lidar128_models,early_fusion_tuned,lidar128,v2v,mAP,0.3,0.442
lidar128_models,early_fusion_tuned,lidar128,v2v,mAP,0.5,0.343
lidar128_models,early_fusion_tuned,lidar128,v2v,mAP,0.7,0.164
lidar128_models,early_fusion_tuned,lidar128,v2v,pedestrian,0.3,0.375
lidar128_models,early_fusion_tuned,lidar128,v2v,pedestrian,0.5,0.197
lidar128_models,early_fusion_tuned,lidar128,v2v,pedestrian,0.7,0.013
lidar128_models,early_fusion_tuned,lidar128,v2v,truck,0.3,0.357
lidar128_models,early_fusion_tuned,lidar128,v2v,truck,0.5,0.268
lidar128_models,early_fusion_tuned,lidar128,v2v,truck,0.7,0.104
lidar128_models,early_fusion_tuned,lidar128,v2v,vehicle,0.3,0.595
lidar128_models,early_fusion_tuned,lidar128,v2v,vehicle,0.5,0.563
lidar128_models,early_fusion_tuned,lidar128,v2v,vehicle,0.7,0.374
lidar128_models,early_fusion_tuned,lidar128,vc,mAP,0.3,0.464
lidar128_models,early_fusion_tuned,lidar128,vc,mAP,0.5,0.365
lidar128_models,early_fusion_tuned,lidar128,vc,mAP,0.7,0.183
lidar128_models,early_fusion_tuned,lidar128,vc,pedestrian,0.3,0.378
lidar128_models,early_fusion_tuned,lidar128,vc,pedestrian,0.5,0.188
lidar128_models,early_fusion_tuned,lidar128,vc,pedestrian,0.7,0.013
lidar128_models,early_fusion_tuned,lidar128,vc,truck,0.3,0.372
lidar128_models,early_fusion_tuned,lidar128,vc,truck,0.5,0.293
lidar128_models,early_fusion_tuned,lidar128,vc,truck,0.7,0.141
lidar128_models,early_fusion_tuned,lidar128,vc,vehicle,0.3,0.641
lidar128_models,early_fusion_tuned,lidar128,vc,vehicle,0.5,0.613
lidar128_models,early_fusion_tuned,lidar128,vc,vehicle,0.7,0.395
lidar128_models,early_fusion_tuned,lidar64,i2i,mAP,0.3,0.489
lidar128_models,early_fusion_tuned,lidar64,i2i,mAP,0.5,0.339
lidar128_models,early_fusion_tuned,lidar64,i2i,mAP,0.7,0.147
lidar128_models,early_fusion_tuned,lidar64,i2i,pedestrian,0.3,0.441
lidar128_models,early_fusion_tuned,lidar64,i2i,pedestrian,0.5,0.238
lidar128_models,early_fusion_tuned,lidar64,i2i,pedestrian,0.7,0.015
lidar128_models,early_fusion_tuned,lidar64,i2i,truck,0.3,0.361
lidar128_models,early_fusion_tuned,lidar64,i2i,truck,0.5,0.188
lidar128_models,early_fusion_tuned,lidar64,i2i,truck,0.7,0.037
lidar128_models,early_fusion_tuned,lidar64,i2i,vehicle,0.3,0.664
lidar128_models,early_fusion_tuned,lidar64,i2i,vehicle,0.5,0.592
lidar128_models,early_fusion_tuned,lidar64,i2i,vehicle,0.7,0.388
lidar128_models,early_fusion_tuned,lidar64,ic,mAP,0.3,0.451
lidar128_models,early_fusion_tuned,lidar64,ic,mAP,0.5,0.328
lidar128_models,early_fusion_tuned,lidar64,ic,mAP,0.7,0.138
lidar128_models,early_fusion_tuned,lidar64,ic,pedestrian,0.3,0.368
lidar128_models,early_fusion_tuned,lidar64,ic,pedestrian,0.5,0.178
lidar128_models,early_fusion_tuned,lidar64,ic,pedestrian,0.7,0.01
lidar128_models,early_fusion_tuned,lidar64,ic,truck,0.3,0.322
lidar128_models,early_fusion_tuned,lidar64,ic,truck,0.5,0.208
lidar128_models,early_fusion_tuned,lidar64,ic,truck,0.7,0.047
lidar128_models,early_fusion_tuned,lidar64,ic,vehicle,0.3,0.662
lidar128_models,early_fusion_tuned,lidar64,ic,vehicle,0.5,0.597
lidar128_models,early_fusion_tuned,lidar64,ic,vehicle,0.7,0.357
lidar128_models,early_fusion_tuned,lidar64,v2v,mAP,0.3,0.24
lidar128_models,early_fusion_tuned,lidar64,v2v,mAP,0.5,0.177
lidar128_models,early_fusion_tuned,lidar64,v2v,mAP,0.7,0.092
lidar128_models,early_fusion_tuned,lidar64,v2v,pedestrian,0.3,0.199
lidar128_models,early_fusion_tuned,lidar64,v2v,pedestrian,0.5,0.1
lidar128_models,early_fusion_tuned,lidar64,v2v,pedestrian,0.7,0.006
lidar128_models,early_fusion_tuned,lidar64,v2v,truck,0.3,0.148
lidar128_models,early_fusion_tuned,lidar64,v2v,truck,0.5,0.074
lidar128_models,early_fusion_tuned,lidar64,v2v,truck,0.7,0.023
lidar128_models,early_fusion_tuned,lidar64,v2v,vehicle,0.3,0.372
lidar128_models,early_fusion_tuned,lidar64,v2v,vehicle,0.5,0.356
lidar128_models,early_fusion_tuned,lidar64,v2v,vehicle,0.7,0.248
lidar128_models,early_fusion_tuned,lidar64,vc,mAP,0.3,0.32
lidar128_models,early_fusion_tuned,lidar64,vc,mAP,0.5,0.243
lidar128_models,early_fusion_tuned,lidar64,vc,mAP,0.7,0.13
lidar128_models,early_fusion_tuned,lidar64,vc,pedestrian,0.3,0.267
lidar128_models,early_fusion_tuned,lidar64,vc,pedestrian,0.5,0.115
lidar128_models,early_fusion_tuned,lidar64,vc,pedestrian,0.7,0.007
lidar128_models,early_fusion_tuned,lidar64,vc,truck,0.3,0.221
lidar128_models,early_fusion_tuned,lidar64,vc,truck,0.5,0.165
lidar128_models,early_fusion_tuned,lidar64,vc,truck,0.7,0.088
lidar128_models,early_fusion_tuned,lidar64,vc,vehicle,0.3,0.473
lidar128_models,early_fusion_tuned,lidar64,vc,vehicle,0.5,0.448
lidar128_models,early_fusion_tuned,lidar64,vc,vehicle,0.7,0.295
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,mAP,0.3,0.602
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,mAP,0.5,0.491
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,mAP,0.7,0.298
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,pedestrian,0.3,0.489
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,pedestrian,0.5,0.251
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,pedestrian,0.7,0.006
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,truck,0.3,0.567
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,truck,0.5,0.507
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,truck,0.7,0.381
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,vehicle,0.3,0.751
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,vehicle,0.5,0.714
lidar128_models,intermediate_fusion_tuned,lidar128,i2i,vehicle,0.7,0.506
lidar128_models,intermediate_fusion_tuned,lidar128,ic,mAP,0.3,0.531
lidar128_models,intermediate_fusion_tuned,lidar128,ic,mAP,0.5,0.428
lidar128_models,intermediate_fusion_tuned,lidar128,ic,mAP,0.7,0.237
lidar128_models,intermediate_fusion_tuned,lidar128,ic,pedestrian,0.3,0.435
lidar128_models,intermediate_fusion_tuned,lidar128,ic,pedestrian,0.5,0.211
lidar128_models,intermediate_fusion_tuned,lidar128,ic,pedestrian,0.7,0.006
lidar128_models,intermediate_fusion_tuned,lidar128,ic,truck,0.3,0.435
lidar128_models,intermediate_fusion_tuned,lidar128,ic,truck,0.5,0.379
lidar128_models,intermediate_fusion_tuned,lidar128,ic,truck,0.7,0.208
lidar128_models,intermediate_fusion_tuned,lidar128,ic,vehicle,0.3,0.724
lidar128_models,intermediate_fusion_tuned,lidar128,ic,vehicle,0.5,0.693
lidar128_models,intermediate_fusion_tuned,lidar128,ic,vehicle,0.7,0.496
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,mAP,0.3,0.512
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,mAP,0.5,0.418
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,mAP,0.7,0.202
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,pedestrian,0.3,0.395
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,pedestrian,0.5,0.204
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,pedestrian,0.7,0.01
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,truck,0.3,0.495
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,truck,0.5,0.433
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,truck,0.7,0.14
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,vehicle,0.3,0.645
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,vehicle,0.5,0.618
lidar128_models,intermediate_fusion_tuned,lidar128,v2v,vehicle,0.7,0.456
lidar128_models,intermediate_fusion_tuned,lidar128,vc,mAP,0.3,0.545
lidar128_models,intermediate_fusion_tuned,lidar128,vc,mAP,0.5,0.448
lidar128_models,intermediate_fusion_tuned,lidar128,vc,mAP,0.7,0.221
lidar128_models,intermediate_fusion_tuned,lidar128,vc,pedestrian,0.3,0.414
lidar128_models,intermediate_fusion_tuned,lidar128,vc,pedestrian,0.5,0.204
lidar128_models,intermediate_fusion_tuned,lidar128,vc,pedestrian,0.7,0.01
lidar128_models,intermediate_fusion_tuned,lidar128,vc,truck,0.3,0.554
lidar128_models,intermediate_fusion_tuned,lidar128,vc,truck,0.5,0.499
lidar128_models,intermediate_fusion_tuned,lidar128,vc,truck,0.7,0.18
lidar128_models,intermediate_fusion_tuned,lidar128,vc,vehicle,0.3,0.667
lidar128_models,intermediate_fusion_tuned,lidar128,vc,vehicle,0.5,0.642
lidar128_models,intermediate_fusion_tuned,lidar128,vc,vehicle,0.7,0.473
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,mAP,0.3,0.603
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,mAP,0.5,0.491
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,mAP,0.7,0.298
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,pedestrian,0.3,0.489
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,pedestrian,0.5,0.25
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,pedestrian,0.7,0.006
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,truck,0.3,0.568
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,truck,0.5,0.508
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,truck,0.7,0.381
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,vehicle,0.3,0.751
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,vehicle,0.5,0.714
lidar128_models,intermediate_fusion_tuned,lidar64,i2i,vehicle,0.7,0.506
lidar128_models,intermediate_fusion_tuned,lidar64,ic,mAP,0.3,0.499
lidar128_models,intermediate_fusion_tuned,lidar64,ic,mAP,0.5,0.403
lidar128_models,intermediate_fusion_tuned,lidar64,ic,mAP,0.7,0.228
lidar128_models,intermediate_fusion_tuned,lidar64,ic,pedestrian,0.3,0.406
lidar128_models,intermediate_fusion_tuned,lidar64,ic,pedestrian,0.5,0.194
lidar128_models,intermediate_fusion_tuned,lidar64,ic,pedestrian,0.7,0.005
lidar128_models,intermediate_fusion_tuned,lidar64,ic,truck,0.3,0.415
lidar128_models,intermediate_fusion_tuned,lidar64,ic,truck,0.5,0.369
lidar128_models,intermediate_fusion_tuned,lidar64,ic,truck,0.7,0.206
lidar128_models,intermediate_fusion_tuned,lidar64,ic,vehicle,0.3,0.675
lidar128_models,intermediate_fusion_tuned,lidar64,ic,vehicle,0.5,0.645
lidar128_models,intermediate_fusion_tuned,lidar64,ic,vehicle,0.7,0.472
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,mAP,0.3,0.241
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,mAP,0.5,0.192
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,mAP,0.7,0.114
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,pedestrian,0.3,0.198
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,pedestrian,0.5,0.101
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,pedestrian,0.7,0.004
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,truck,0.3,0.116
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,truck,0.5,0.086
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,truck,0.7,0.052
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,vehicle,0.3,0.41
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,vehicle,0.5,0.388
lidar128_models,intermediate_fusion_tuned,lidar64,v2v,vehicle,0.7,0.285
lidar128_models,intermediate_fusion_tuned,lidar64,vc,mAP,0.3,0.332
lidar128_models,intermediate_fusion_tuned,lidar64,vc,mAP,0.5,0.26
lidar128_models,intermediate_fusion_tuned,lidar64,vc,mAP,0.7,0.138
lidar128_models,intermediate_fusion_tuned,lidar64,vc,pedestrian,0.3,0.264
lidar128_models,intermediate_fusion_tuned,lidar64,vc,pedestrian,0.5,0.119
lidar128_models,intermediate_fusion_tuned,lidar64,vc,pedestrian,0.7,0.005
lidar128_models,intermediate_fusion_tuned,lidar64,vc,truck,0.3,0.224
lidar128_models,intermediate_fusion_tuned,lidar64,vc,truck,0.5,0.174
lidar128_models,intermediate_fusion_tuned,lidar64,vc,truck,0.7,0.071
lidar128_models,intermediate_fusion_tuned,lidar64,vc,vehicle,0.3,0.507
lidar128_models,intermediate_fusion_tuned,lidar64,vc,vehicle,0.5,0.486
lidar128_models,intermediate_fusion_tuned,lidar64,vc,vehicle,0.7,0.337
lidar128_models,late_fusion_tuned,lidar128,i2i,mAP,0.3,0.657
lidar128_models,late_fusion_tuned,lidar128,i2i,mAP,0.5,0.543
lidar128_models,late_fusion_tuned,lidar128,i2i,mAP,0.7,0.272
lidar128_models,late_fusion_tuned,lidar128,i2i,pedestrian,0.3,0.505
lidar128_models,late_fusion_tuned,lidar128,i2i,pedestrian,0.5,0.292
lidar128_models,late_fusion_tuned,lidar128,i2i,pedestrian,0.7,0.022
lidar128_models,late_fusion_tuned,lidar128,i2i,truck,0.3,0.668
lidar128_models,late_fusion_tuned,lidar128,i2i,truck,0.5,0.583
lidar128_models,late_fusion_tuned,lidar128,i2i,truck,0.7,0.307
lidar128_models,late_fusion_tuned,lidar128,i2i,vehicle,0.3,0.798
lidar128_models,late_fusion_tuned,lidar128,i2i,vehicle,0.5,0.755
lidar128_models,late_fusion_tuned,lidar128,i2i,vehicle,0.7,0.486
lidar128_models,late_fusion_tuned,lidar128,ic,mAP,0.3,0.595
lidar128_models,late_fusion_tuned,lidar128,ic,mAP,0.5,0.472
lidar128_models,late_fusion_tuned,lidar128,ic,mAP,0.7,0.216
lidar128_models,late_fusion_tuned,lidar128,ic,pedestrian,0.3,0.407
lidar128_models,late_fusion_tuned,lidar128,ic,pedestrian,0.5,0.203
lidar128_models,late_fusion_tuned,lidar128,ic,pedestrian,0.7,0.014
lidar128_models,late_fusion_tuned,lidar128,ic,truck,0.3,0.578
lidar128_models,late_fusion_tuned,lidar128,ic,truck,0.5,0.456
lidar128_models,late_fusion_tuned,lidar128,ic,truck,0.7,0.22
lidar128_models,late_fusion_tuned,lidar128,ic,vehicle,0.3,0.801
lidar128_models,late_fusion_tuned,lidar128,ic,vehicle,0.5,0.756
lidar128_models,late_fusion_tuned,lidar128,ic,vehicle,0.7,0.413
lidar128_models,late_fusion_tuned,lidar128,v2v,mAP,0.3,0.483
lidar128_models,late_fusion_tuned,lidar128,v2v,mAP,0.5,0.395
lidar128_models,late_fusion_tuned,lidar128,v2v,mAP,0.7,0.22
lidar128_models,late_fusion_tuned,lidar128,v2v,pedestrian,0.3,0.368
lidar128_models,late_fusion_tuned,lidar128,v2v,pedestrian,0.5,0.2
lidar128_models,late_fusion_tuned,lidar128,v2v,pedestrian,0.7,0.014
lidar128_models,late_fusion_tuned,lidar128,v2v,truck,0.3,0.442
lidar128_models,late_fusion_tuned,lidar128,v2v,truck,0.5,0.375
lidar128_models,late_fusion_tuned,lidar128,v2v,truck,0.7,0.219
lidar128_models,late_fusion_tuned,lidar128,v2v,vehicle,0.3,0.638
lidar128_models,late_fusion_tuned,lidar128,v2v,vehicle,0.5,0.609
lidar128_models,late_fusion_tuned,lidar128,v2v,vehicle,0.7,0.428
lidar128_models,late_fusion_tuned,lidar128,vc,mAP,0.3,0.476
lidar128_models,late_fusion_tuned,lidar128,vc,mAP,0.5,0.385
lidar128_models,late_fusion_tuned,lidar128,vc,mAP,0.7,0.19
lidar128_models,late_fusion_tuned,lidar128,vc,pedestrian,0.3,0.354
lidar128_models,late_fusion_tuned,lidar128,vc,pedestrian,0.5,0.155
lidar128_models,late_fusion_tuned,lidar128,vc,pedestrian,0.7,0.01
lidar128_models,late_fusion_tuned,lidar128,vc,truck,0.3,0.469
lidar128_models,late_fusion_tuned,lidar128,vc,truck,0.5,0.421
lidar128_models,late_fusion_tuned,lidar128,vc,truck,0.7,0.198
lidar128_models,late_fusion_tuned,lidar128,vc,vehicle,0.3,0.606
lidar128_models,late_fusion_tuned,lidar128,vc,vehicle,0.5,0.58
lidar128_models,late_fusion_tuned,lidar128,vc,vehicle,0.7,0.36
lidar128_models,late_fusion_tuned,lidar64,i2i,mAP,0.3,0.657
lidar128_models,late_fusion_tuned,lidar64,i2i,mAP,0.5,0.542
lidar128_models,late_fusion_tuned,lidar64,i2i,mAP,0.7,0.271
lidar128_models,late_fusion_tuned,lidar64,i2i,pedestrian,0.3,0.506
lidar128_models,late_fusion_tuned,lidar64,i2i,pedestrian,0.5,0.29
lidar128_models,late_fusion_tuned,lidar64,i2i,pedestrian,0.7,0.022
lidar128_models,late_fusion_tuned,lidar64,i2i,truck,0.3,0.666
lidar128_models,late_fusion_tuned,lidar64,i2i,truck,0.5,0.581
lidar128_models,late_fusion_tuned,lidar64,i2i,truck,0.7,0.305
lidar128_models,late_fusion_tuned,lidar64,i2i,vehicle,0.3,0.798
lidar128_models,late_fusion_tuned,lidar64,i2i,vehicle,0.5,0.755
lidar128_models,late_fusion_tuned,lidar64,i2i,vehicle,0.7,0.486
lidar128_models,late_fusion_tuned,lidar64,ic,mAP,0.3,0.553
lidar128_models,late_fusion_tuned,lidar64,ic,mAP,0.5,0.446
lidar128_models,late_fusion_tuned,lidar64,ic,mAP,0.7,0.215
lidar128_models,late_fusion_tuned,lidar64,ic,pedestrian,0.3,0.358
lidar128_models,late_fusion_tuned,lidar64,ic,pedestrian,0.5,0.181
lidar128_models,late_fusion_tuned,lidar64,ic,pedestrian,0.7,0.013
